id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,tahun,kategori,jumlah,satuan
1,1,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-01,2020,JAGUNG,0.0,HA
1,2,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-01,2020,KEDELAI,0.0,HA
1,3,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-01,2020,PADI,0.0,HA
2,4,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-01,2020,JAGUNG,0.0,HA
2,5,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-01,2020,KEDELAI,0.0,HA
2,6,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-01,2020,PADI,0.0,HA
3,7,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-01,2020,JAGUNG,0.0,HA
3,8,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-01,2020,KEDELAI,0.0,HA
3,9,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-01,2020,PADI,0.0,HA
4,10,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-01,2020,JAGUNG,0.0,HA
4,11,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-01,2020,KEDELAI,0.0,HA
4,12,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-01,2020,PADI,0.0,HA
5,13,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-01,2020,JAGUNG,0.0,HA
5,14,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-01,2020,KEDELAI,0.0,HA
5,15,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-01,2020,PADI,0.0,HA
6,16,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-01,2020,JAGUNG,0.0,HA
6,17,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-01,2020,KEDELAI,0.0,HA
6,18,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-01,2020,PADI,0.0,HA
7,19,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-01,2020,JAGUNG,0.0,HA
7,20,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-01,2020,KEDELAI,0.0,HA
7,21,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-01,2020,PADI,0.0,HA
8,22,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-01,2020,JAGUNG,0.0,HA
8,23,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-01,2020,KEDELAI,0.0,HA
8,24,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-01,2020,PADI,0.0,HA
9,25,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-01,2020,JAGUNG,0.0,HA
9,26,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-01,2020,KEDELAI,0.0,HA
9,27,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-01,2020,PADI,98.56,HA
10,28,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-01,2020,JAGUNG,0.0,HA
10,29,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-01,2020,KEDELAI,0.0,HA
10,30,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-01,2020,PADI,0.0,HA
11,31,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-01,2020,JAGUNG,0.0,HA
11,32,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-01,2020,KEDELAI,0.0,HA
11,33,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-01,2020,PADI,0.0,HA
12,34,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-01,2020,JAGUNG,0.0,HA
12,35,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-01,2020,KEDELAI,0.0,HA
12,36,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-01,2020,PADI,0.0,HA
13,37,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-01,2020,JAGUNG,0.0,HA
13,38,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-01,2020,KEDELAI,0.0,HA
13,39,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-01,2020,PADI,0.0,HA
14,40,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-01,2020,JAGUNG,0.0,HA
14,41,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-01,2020,KEDELAI,0.0,HA
14,42,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-01,2020,PADI,0.0,HA
15,43,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-01,2020,JAGUNG,0.0,HA
15,44,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-01,2020,KEDELAI,0.0,HA
15,45,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-01,2020,PADI,0.0,HA
16,46,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-01,2020,JAGUNG,0.0,HA
16,47,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-01,2020,KEDELAI,0.0,HA
16,48,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-01,2020,PADI,0.0,HA
17,49,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-01,2020,JAGUNG,0.0,HA
17,50,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-01,2020,KEDELAI,0.0,HA
17,51,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-01,2020,PADI,0.0,HA
18,52,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-01,2020,JAGUNG,0.0,HA
18,53,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-01,2020,KEDELAI,0.0,HA
18,54,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-01,2020,PADI,0.0,HA
19,55,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-01,2020,JAGUNG,0.0,HA
19,56,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-01,2020,KEDELAI,0.0,HA
19,57,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-01,2020,PADI,0.0,HA
20,58,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-01,2020,JAGUNG,0.0,HA
20,59,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-01,2020,KEDELAI,0.0,HA
20,60,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-01,2020,PADI,0.0,HA
21,61,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-01,2020,JAGUNG,0.0,HA
21,62,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-01,2020,KEDELAI,0.0,HA
21,63,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-01,2020,PADI,0.0,HA
22,64,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-01,2020,JAGUNG,0.0,HA
22,65,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-01,2020,KEDELAI,0.0,HA
22,66,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-01,2020,PADI,0.0,HA
23,67,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020-01,2020,JAGUNG,0.0,HA
23,68,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020-01,2020,KEDELAI,0.0,HA
23,69,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020-01,2020,PADI,0.0,HA
24,70,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020-01,2020,JAGUNG,0.0,HA
24,71,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020-01,2020,KEDELAI,0.0,HA
24,72,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020-01,2020,PADI,0.0,HA
25,73,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020-01,2020,JAGUNG,0.0,HA
25,74,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020-01,2020,KEDELAI,0.0,HA
25,75,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020-01,2020,PADI,0.0,HA
26,76,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020-01,2020,JAGUNG,0.0,HA
26,77,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020-01,2020,KEDELAI,0.0,HA
26,78,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020-01,2020,PADI,0.0,HA
27,79,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020-01,2020,JAGUNG,0.0,HA
27,80,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020-01,2020,KEDELAI,0.0,HA
27,81,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020-01,2020,PADI,0.0,HA
28,82,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020-01,2020,JAGUNG,0.0,HA
28,83,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020-01,2020,KEDELAI,0.0,HA
28,84,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020-01,2020,PADI,0.0,HA
29,85,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020-01,2020,JAGUNG,0.0,HA
29,86,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020-01,2020,KEDELAI,0.0,HA
29,87,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020-01,2020,PADI,0.0,HA
30,88,35,JAWA TIMUR,3571,KOTA KEDIRI,2020-01,2020,JAGUNG,0.0,HA
30,89,35,JAWA TIMUR,3571,KOTA KEDIRI,2020-01,2020,KEDELAI,0.0,HA
30,90,35,JAWA TIMUR,3571,KOTA KEDIRI,2020-01,2020,PADI,0.0,HA
35,103,35,JAWA TIMUR,3572,KOTA BLITAR,2020-01,2020,JAGUNG,0.0,HA
35,104,35,JAWA TIMUR,3572,KOTA BLITAR,2020-01,2020,KEDELAI,0.0,HA
35,105,35,JAWA TIMUR,3572,KOTA BLITAR,2020-01,2020,PADI,0.0,HA
36,106,35,JAWA TIMUR,3573,KOTA MALANG,2020-01,2020,JAGUNG,0.0,HA
36,107,35,JAWA TIMUR,3573,KOTA MALANG,2020-01,2020,KEDELAI,0.0,HA
36,108,35,JAWA TIMUR,3573,KOTA MALANG,2020-01,2020,PADI,0.0,HA
31,91,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020-01,2020,JAGUNG,0.0,HA
31,92,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020-01,2020,KEDELAI,0.0,HA
31,93,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020-01,2020,PADI,0.0,HA
32,94,35,JAWA TIMUR,3575,KOTA PASURUAN,2020-01,2020,JAGUNG,0.0,HA
32,95,35,JAWA TIMUR,3575,KOTA PASURUAN,2020-01,2020,KEDELAI,0.0,HA
32,96,35,JAWA TIMUR,3575,KOTA PASURUAN,2020-01,2020,PADI,0.0,HA
37,109,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020-01,2020,JAGUNG,0.0,HA
37,110,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020-01,2020,KEDELAI,0.0,HA
37,111,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020-01,2020,PADI,0.0,HA
33,97,35,JAWA TIMUR,3577,KOTA MADIUN,2020-01,2020,JAGUNG,0.0,HA
33,98,35,JAWA TIMUR,3577,KOTA MADIUN,2020-01,2020,KEDELAI,0.0,HA
33,99,35,JAWA TIMUR,3577,KOTA MADIUN,2020-01,2020,PADI,0.0,HA
38,112,35,JAWA TIMUR,3578,KOTA SURABAYA,2020-01,2020,JAGUNG,0.0,HA
38,113,35,JAWA TIMUR,3578,KOTA SURABAYA,2020-01,2020,KEDELAI,0.0,HA
38,114,35,JAWA TIMUR,3578,KOTA SURABAYA,2020-01,2020,PADI,0.0,HA
34,100,35,JAWA TIMUR,3579,KOTA BATU,2020-01,2020,JAGUNG,0.0,HA
34,101,35,JAWA TIMUR,3579,KOTA BATU,2020-01,2020,KEDELAI,0.0,HA
34,102,35,JAWA TIMUR,3579,KOTA BATU,2020-01,2020,PADI,0.0,HA
39,115,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-02,2020,JAGUNG,0.0,HA
39,116,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-02,2020,KEDELAI,0.0,HA
39,117,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-02,2020,PADI,0.0,HA
40,118,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-02,2020,JAGUNG,0.0,HA
40,119,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-02,2020,KEDELAI,0.0,HA
40,120,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-02,2020,PADI,0.0,HA
41,121,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-02,2020,JAGUNG,0.0,HA
41,122,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-02,2020,KEDELAI,0.0,HA
41,123,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-02,2020,PADI,7.0,HA
42,124,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-02,2020,JAGUNG,0.0,HA
42,125,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-02,2020,KEDELAI,0.0,HA
42,126,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-02,2020,PADI,341.0,HA
43,127,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-02,2020,JAGUNG,0.0,HA
43,128,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-02,2020,KEDELAI,0.0,HA
43,129,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-02,2020,PADI,0.0,HA
44,130,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-02,2020,JAGUNG,0.0,HA
44,131,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-02,2020,KEDELAI,0.0,HA
44,132,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-02,2020,PADI,0.0,HA
45,133,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-02,2020,JAGUNG,0.0,HA
45,134,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-02,2020,KEDELAI,0.0,HA
45,135,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-02,2020,PADI,0.0,HA
46,136,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-02,2020,JAGUNG,0.0,HA
46,137,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-02,2020,KEDELAI,0.0,HA
46,138,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-02,2020,PADI,0.0,HA
47,139,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-02,2020,JAGUNG,0.0,HA
47,140,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-02,2020,KEDELAI,0.0,HA
47,141,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-02,2020,PADI,0.0,HA
48,142,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-02,2020,JAGUNG,0.0,HA
48,143,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-02,2020,KEDELAI,0.0,HA
48,144,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-02,2020,PADI,0.0,HA
49,145,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-02,2020,JAGUNG,0.0,HA
49,146,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-02,2020,KEDELAI,0.0,HA
49,147,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-02,2020,PADI,0.0,HA
50,148,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-02,2020,JAGUNG,0.0,HA
50,149,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-02,2020,KEDELAI,0.0,HA
50,150,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-02,2020,PADI,0.0,HA
51,151,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-02,2020,JAGUNG,0.0,HA
51,152,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-02,2020,KEDELAI,0.0,HA
51,153,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-02,2020,PADI,0.0,HA
52,154,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-02,2020,JAGUNG,0.0,HA
52,155,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-02,2020,KEDELAI,0.0,HA
52,156,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-02,2020,PADI,0.0,HA
53,157,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-02,2020,JAGUNG,0.0,HA
53,158,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-02,2020,KEDELAI,0.0,HA
53,159,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-02,2020,PADI,0.0,HA
54,160,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-02,2020,JAGUNG,0.0,HA
54,161,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-02,2020,KEDELAI,0.0,HA
54,162,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-02,2020,PADI,0.0,HA
55,163,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-02,2020,JAGUNG,0.0,HA
55,164,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-02,2020,KEDELAI,0.0,HA
55,165,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-02,2020,PADI,0.0,HA
56,166,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-02,2020,JAGUNG,0.0,HA
56,167,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-02,2020,KEDELAI,0.0,HA
56,168,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-02,2020,PADI,0.0,HA
57,169,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-02,2020,JAGUNG,0.0,HA
57,170,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-02,2020,KEDELAI,0.0,HA
57,171,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-02,2020,PADI,0.0,HA
58,172,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-02,2020,JAGUNG,0.0,HA
58,173,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-02,2020,KEDELAI,0.0,HA
58,174,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-02,2020,PADI,0.0,HA
59,175,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-02,2020,JAGUNG,0.0,HA
59,176,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-02,2020,KEDELAI,0.0,HA
59,177,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-02,2020,PADI,0.0,HA
60,178,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-02,2020,JAGUNG,0.0,HA
60,179,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-02,2020,KEDELAI,0.0,HA
60,180,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-02,2020,PADI,0.0,HA
61,181,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020-02,2020,JAGUNG,0.0,HA
61,182,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020-02,2020,KEDELAI,0.0,HA
61,183,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020-02,2020,PADI,0.0,HA
62,184,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020-02,2020,JAGUNG,0.0,HA
62,185,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020-02,2020,KEDELAI,0.0,HA
62,186,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020-02,2020,PADI,0.0,HA
63,187,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020-02,2020,JAGUNG,0.0,HA
63,188,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020-02,2020,KEDELAI,0.0,HA
63,189,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020-02,2020,PADI,0.0,HA
64,190,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020-02,2020,JAGUNG,0.0,HA
64,191,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020-02,2020,KEDELAI,0.0,HA
64,192,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020-02,2020,PADI,0.0,HA
65,193,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020-02,2020,JAGUNG,0.0,HA
65,194,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020-02,2020,KEDELAI,0.0,HA
65,195,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020-02,2020,PADI,0.0,HA
66,196,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020-02,2020,JAGUNG,0.0,HA
66,197,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020-02,2020,KEDELAI,0.0,HA
66,198,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020-02,2020,PADI,0.0,HA
67,199,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020-02,2020,JAGUNG,0.0,HA
67,200,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020-02,2020,KEDELAI,0.0,HA
67,201,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020-02,2020,PADI,0.0,HA
68,202,35,JAWA TIMUR,3571,KOTA KEDIRI,2020-02,2020,JAGUNG,0.0,HA
68,203,35,JAWA TIMUR,3571,KOTA KEDIRI,2020-02,2020,KEDELAI,0.0,HA
68,204,35,JAWA TIMUR,3571,KOTA KEDIRI,2020-02,2020,PADI,0.0,HA
73,217,35,JAWA TIMUR,3572,KOTA BLITAR,2020-02,2020,JAGUNG,0.0,HA
73,218,35,JAWA TIMUR,3572,KOTA BLITAR,2020-02,2020,KEDELAI,0.0,HA
73,219,35,JAWA TIMUR,3572,KOTA BLITAR,2020-02,2020,PADI,0.0,HA
74,220,35,JAWA TIMUR,3573,KOTA MALANG,2020-02,2020,JAGUNG,0.0,HA
74,221,35,JAWA TIMUR,3573,KOTA MALANG,2020-02,2020,KEDELAI,0.0,HA
74,222,35,JAWA TIMUR,3573,KOTA MALANG,2020-02,2020,PADI,0.0,HA
69,205,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020-02,2020,JAGUNG,0.0,HA
69,206,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020-02,2020,KEDELAI,0.0,HA
69,207,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020-02,2020,PADI,0.0,HA
70,208,35,JAWA TIMUR,3575,KOTA PASURUAN,2020-02,2020,JAGUNG,0.0,HA
70,209,35,JAWA TIMUR,3575,KOTA PASURUAN,2020-02,2020,KEDELAI,0.0,HA
70,210,35,JAWA TIMUR,3575,KOTA PASURUAN,2020-02,2020,PADI,0.0,HA
75,223,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020-02,2020,JAGUNG,0.0,HA
75,224,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020-02,2020,KEDELAI,0.0,HA
75,225,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020-02,2020,PADI,0.0,HA
71,211,35,JAWA TIMUR,3577,KOTA MADIUN,2020-02,2020,JAGUNG,0.0,HA
71,212,35,JAWA TIMUR,3577,KOTA MADIUN,2020-02,2020,KEDELAI,0.0,HA
71,213,35,JAWA TIMUR,3577,KOTA MADIUN,2020-02,2020,PADI,0.0,HA
76,226,35,JAWA TIMUR,3578,KOTA SURABAYA,2020-02,2020,JAGUNG,0.0,HA
76,227,35,JAWA TIMUR,3578,KOTA SURABAYA,2020-02,2020,KEDELAI,0.0,HA
76,228,35,JAWA TIMUR,3578,KOTA SURABAYA,2020-02,2020,PADI,0.0,HA
72,214,35,JAWA TIMUR,3579,KOTA BATU,2020-02,2020,JAGUNG,0.0,HA
72,215,35,JAWA TIMUR,3579,KOTA BATU,2020-02,2020,KEDELAI,0.0,HA
72,216,35,JAWA TIMUR,3579,KOTA BATU,2020-02,2020,PADI,0.0,HA
77,229,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-03,2020,JAGUNG,0.0,HA
77,230,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-03,2020,KEDELAI,0.0,HA
77,231,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-03,2020,PADI,0.0,HA
78,232,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-03,2020,JAGUNG,0.0,HA
78,233,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-03,2020,KEDELAI,0.0,HA
78,234,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-03,2020,PADI,0.0,HA
79,235,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-03,2020,JAGUNG,0.0,HA
79,236,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-03,2020,KEDELAI,0.0,HA
79,237,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-03,2020,PADI,0.0,HA
80,238,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-03,2020,JAGUNG,0.0,HA
80,239,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-03,2020,KEDELAI,0.0,HA
80,240,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-03,2020,PADI,0.0,HA
81,241,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-03,2020,JAGUNG,0.0,HA
81,242,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-03,2020,KEDELAI,0.0,HA
81,243,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-03,2020,PADI,0.0,HA
82,244,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-03,2020,JAGUNG,0.0,HA
82,245,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-03,2020,KEDELAI,0.0,HA
82,246,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-03,2020,PADI,0.0,HA
83,247,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-03,2020,JAGUNG,0.0,HA
83,248,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-03,2020,KEDELAI,0.0,HA
83,249,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-03,2020,PADI,0.0,HA
84,250,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-03,2020,JAGUNG,0.0,HA
84,251,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-03,2020,KEDELAI,0.0,HA
84,252,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-03,2020,PADI,0.0,HA
85,253,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-03,2020,JAGUNG,0.0,HA
85,254,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-03,2020,KEDELAI,0.0,HA
85,255,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-03,2020,PADI,0.0,HA
86,256,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-03,2020,JAGUNG,0.0,HA
86,257,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-03,2020,KEDELAI,0.0,HA
86,258,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-03,2020,PADI,0.0,HA
87,259,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-03,2020,JAGUNG,0.0,HA
