prov_rank,kabupaten,kecamatan,mean_lsi,median_lsi,std_lsi,iqr_lsi,pct_critical_area,pct_severe_area,n_pixels_1km2,intra_kab_rank,kab_total_kec,kab_mean_lsi,intra_kab_delta,intra_kab_zscore,risk_category
15,Bojonegoro,Padangan,0.8376098275184631,0.8514841198921204,0.1537870466709137,0.21472865343093872,81.53846153846153,50.76923076923077,65,3,23,0.7530349026555601,0.08457492486290308,1.053328331803379,Extreme Priority (Tier 1)
16,Bojonegoro,Malo,0.8370358347892761,0.8829994201660156,0.1491338610649109,0.23737001419067383,72.6027397260274,58.9041095890411,73,4,23,0.7530349026555601,0.08400093213371607,1.0461796077000838,Extreme Priority (Tier 1)
17,Ngawi,Paron,0.8359732031822205,0.8219371438026428,0.11707314103841782,0.2310768961906433,69.6969696969697,42.42424242424242,99,3,16,0.7481553852558136,0.08781781792640686,1.1436790235065728,Extreme Priority (Tier 1)
18,Bondowoso,Tamanan,0.8354803919792175,0.8542866706848145,0.1353100687265396,0.2371290922164917,67.9245283018868,52.83018867924528,53,6,17,0.7410174660822925,0.09446292589692507,0.5380642929259308,Extreme Priority (Tier 1)
19,Ngawi,Kedungalar,0.8327356576919556,0.8274098634719849,0.10264606028795242,0.15382879972457886,75.60975609756098,46.34146341463415,82,4,16,0.7481553852558136,0.08458027243614197,1.1015154517816728,Extreme Priority (Tier 1)
20,Lamongan,Ngimbang,0.8305118680000305,0.8138318657875061,0.08479199558496475,0.10604751110076904,85.26315789473684,32.631578947368425,95,3,25,0.6764296876887481,0.1540821803112824,1.2329117495839919,Extreme Priority (Tier 1)
21,Nganjuk,Baron,0.8275855779647827,0.8135144710540771,0.12832953035831451,0.1994062066078186,78.125,43.75,32,1,20,0.6635750740766525,0.1640105038881302,2.040199685531448,Extreme Priority (Tier 1)
22,Mojokerto,Jetis,0.8237906694412231,0.8265211582183838,0.1065286174416542,0.12831628322601318,81.9672131147541,47.540983606557376,61,2,17,0.6392107851365033,0.18457988430471983,1.3533364838817485,Extreme Priority (Tier 1)
23,Bojonegoro,Margomulyo,0.8225011229515076,0.8135504722595215,0.1086779236793518,0.1607087254524231,72.26277372262774,40.14598540145985,137,5,23,0.7530349026555601,0.06946622029594751,0.8651587696900355,Extreme Priority (Tier 1)
24,Ngawi,Pitu,0.8197500109672546,0.8146389126777649,0.09495758265256882,0.11990964412689209,75.90361445783132,34.93975903614458,83,5,16,0.7481553852558136,0.07159462571144104,0.9323992961268709,Extreme Priority (Tier 1)
25,Lamongan,Mantep,0.8144817352294922,0.8103595972061157,0.09366046637296677,0.13250672817230225,73.5632183908046,27.586206896551722,87,4,25,0.6764296876887481,0.13805204754074407,1.104644230262415,Extreme Priority (Tier 1)
26,Kediri,Plemahan,0.8126602172851562,0.8346390724182129,0.15849269926548004,0.2383670210838318,68.75,45.83333333333333,48,1,21,0.6245542353107816,0.18810598197437467,1.7397457455961698,Extreme Priority (Tier 1)
27,Lamongan,Modo,0.8101436495780945,0.8007375597953796,0.11328477412462234,0.19194358587265015,65.82278481012658,37.9746835443038,79,5,25,0.6764296876887481,0.13371396188934637,1.069932385196978,Extreme Priority (Tier 1)
28,Bojonegoro,Kepohbaru,0.8051733374595642,0.7728725671768188,0.10757371038198471,0.1413763165473938,65.27777777777779,27.77777777777778,72,6,23,0.7530349026555601,0.05213843480400415,0.6493519284109928,Extreme Priority (Tier 1)
29,Kediri,Papar,0.8049234747886658,0.7873536348342896,0.16638730466365814,0.2877182960510254,59.523809523809526,47.61904761904761,42,2,21,0.6245542353107816,0.1803692394778842,1.6681905260238543,Extreme Priority (Tier 1)
30,Jombang,Jogoroto,0.8044215440750122,0.7596768736839294,0.12529277801513672,0.2229628562927246,63.33333333333333,30.0,30,3,20,0.6710116803646088,0.13340986371040342,1.2453882750431404,Extreme Priority (Tier 1)
31,Bojonegoro,Ngraho,0.7944043278694153,0.7863147258758545,0.08313900232315063,0.11416375637054443,67.5925925925926,25.0,108,7,23,0.7530349026555601,0.04136942521385523,0.5152305806811097,Extreme Priority (Tier 1)
32,Situbondo,Jangkar,0.7937770485877991,0.7916266322135925,0.08804450184106827,0.11303085088729858,61.53846153846154,28.205128205128204,39,1,17,0.584401069318547,0.2093759792692521,2.4869130401693242,Extreme Priority (Tier 1)
33,Kediri,Pagu,0.7903371453285217,0.7936294674873352,0.12340112775564194,0.15904629230499268,59.01639344262295,27.86885245901639,61,3,21,0.6245542353107816,0.16578291001774015,1.533285169183014,High Priority (Tier 2)
34,Bojonegoro,Dander,0.7890951037406921,0.7813903093338013,0.14671050012111664,0.23273444175720215,58.97435897435898,36.75213675213676,117,8,23,0.7530349026555601,0.03606020108513208,0.44910748091195857,High Priority (Tier 2)
35,Bojonegoro,Purwosari,0.7881935834884644,0.7838780879974365,0.08781854063272476,0.10411602258682251,68.33333333333333,20.0,60,9,23,0.7530349026555601,0.0351586808329043,0.4378796042699709,Extreme Priority (Tier 1)
36,Lamongan,Sugio,0.7852314710617065,0.7813514471054077,0.07761385291814804,0.10752791166305542,65.27777777777779,20.833333333333336,72,6,25,0.6764296876887481,0.10880178337295843,0.8705938404117342,Extreme Priority (Tier 1)
37,Bojonegoro,Kasiman,0.7824594378471375,0.7645963430404663,0.10781975835561752,0.146040141582489,53.62318840579711,25.36231884057971,138,10,23,0.7530349026555601,0.029424535191577394,0.36646437011531696,High Priority (Tier 2)
38,Madiun,Balerejo,0.7823013663291931,0.7946484088897705,0.13813287019729614,0.2051045298576355,58.490566037735846,37.735849056603776,53,1,15,0.6499545017878214,0.13234686454137168,1.7670993362853913,High Priority (Tier 2)
39,Bojonegoro,Tambakrejo,0.7818498611450195,0.7798752784729004,0.07092225551605225,0.10184133052825928,67.6328502415459,20.28985507246377,207,11,23,0.7530349026555601,0.028814958489459475,0.35887246965795444,Extreme Priority (Tier 1)
40,Lamongan,Babat,0.7791088223457336,0.7717159986495972,0.09949729591608047,0.1031714677810669,58.333333333333336,20.0,60,7,25,0.6764296876887481,0.10267913465698553,0.8216025454725777,High Priority (Tier 2)
41,Jombang,Kudu,0.7749744653701782,0.7921805381774902,0.1285722404718399,0.1027151346206665,70.66666666666667,24.0,75,4,20,0.6710116803646088,0.10396278500556944,0.970498206697969,Extreme Priority (Tier 1)
42,Tuban,Parengan,0.7747106552124023,0.7792477607727051,0.08211925625801086,0.10757279396057129,65.15151515151516,19.696969696969695,132,1,19,0.6537798674483049,0.12093078776409749,1.5593384487713016,Extreme Priority (Tier 1)
43,Bojonegoro,Kedungadem,0.7737360596656799,0.7650009393692017,0.0805622935295105,0.12234503030776978,57.7922077922078,18.83116883116883,154,12,23,0.7530349026555601,0.020701157010119875,0.25782009520216226,High Priority (Tier 2)
44,Mojokerto,Trowulan,0.7710246443748474,0.7822539210319519,0.13893596827983856,0.1938382387161255,59.57446808510638,36.17021276595745,47,3,17,0.6392107851365033,0.1318138592383441,0.966456910840868,High Priority (Tier 2)
45,Jombang,Peterongan,0.7678524255752563,0.7636362910270691,0.19737090170383453,0.36030417680740356,57.14285714285714,39.285714285714285,28,5,20,0.6710116803646088,0.09684074521064756,0.9040135809866343,High Priority (Tier 2)
46,Ngawi,Mantingan,0.767539381980896,0.7833492755889893,0.12042203545570374,0.17278945446014404,59.45945945945946,26.351351351351347,148,6,16,0.7481553852558136,0.019383996725082397,0.25244387721834516,High Priority (Tier 2)
47,Pamekasan,Galis,0.764589250087738,0.7626661658287048,0.05828384310007095,0.06305086612701416,70.58823529411765,5.88235294117647,17,1,13,0.6722519260186416,0.09233732406909645,1.536794196850502,Extreme Priority (Tier 1)
48,Pasuruan,Purwosari,0.7643433809280396,0.7399718165397644,0.1504897028207779,0.19238430261611938,42.62295081967213,31.147540983606557,61,1,24,0.5713256684442362,0.1930177124838034,2.2669747190688114,High Priority (Tier 2)
49,Pamekasan,Tlanakan,0.7639950513839722,0.7707252502441406,0.06727562844753265,0.05910974740982056,64.28571428571429,8.928571428571429,56,2,13,0.6722519260186416,0.09174312536533058,1.52690479265854,Extreme Priority (Tier 1)
50,Bojonegoro,Sumberejo,0.7632974982261658,0.7692949771881104,0.10111015290021896,0.10529839992523193,55.072463768115945,11.594202898550725,69,13,23,0.7530349026555601,0.010262595570605715,0.12781427461959685,High Priority (Tier 2)
51,Ngawi,Bringin,0.7586860656738281,0.7558333277702332,0.08902353048324585,0.13050830364227295,53.84615384615385,10.76923076923077,65,7,16,0.7481553852558136,0.010530680418014526,0.1371443584196948,High Priority (Tier 2)
52,Tuban,Plumpang,0.7571273446083069,0.7425061464309692,0.14939551055431366,0.23066359758377075,48.837209302325576,30.23255813953488,86,2,19,0.6537798674483049,0.10334747716000203,1.3326109727613067,High Priority (Tier 2)
53,Ngawi,Ngrambe,0.755885124206543,0.7769178152084351,0.16297517716884613,0.15426760911941528,56.52173913043478,24.637681159420293,69,8,16,0.7481553852558136,0.00772973895072937,0.10066681800883819,High Priority (Tier 2)
54,Mojokerto,Kemlagi,0.7535431385040283,0.7792140245437622,0.12054513394832611,0.11987584829330444,69.6969696969697,12.121212121212121,66,4,17,0.6392107851365033,0.11433235336752501,0.8382828155038309,Extreme Priority (Tier 1)
55,Lamongan,Kedungpring,0.7534321546554565,0.7420996427536011,0.09255722165107727,0.12733346223831177,46.15384615384615,14.102564102564102,78,8,25,0.6764296876887481,0.07700246696670843,0.6161468255343503,High Priority (Tier 2)
56,Gresik,Balongpanggang,0.7516782283782959,0.7457706332206726,0.07811637222766876,0.08780097961425781,47.94520547945205,12.32876712328767,73,1,18,0.6209769807755947,0.1307012476027012,2.335946004379861,High Priority (Tier 2)
57,Tuban,Montong,0.749626636505127,0.7421098947525024,0.0768047422170639,0.10756796598434448,45.52238805970149,10.44776119402985,134,3,19,0.6537798674483049,0.0958467690568221,1.2358933150452678,High Priority (Tier 2)
58,Pamekasan,Proppo,0.7481494545936584,0.7445768117904663,0.09254591912031174,0.1535433530807495,48.05194805194805,12.987012987012985,77,3,13,0.6722519260186416,0.07589752857501686,1.2631823874612138,High Priority (Tier 2)
59,Nganjuk,Ngronggot,0.7474671602249146,0.7107689380645752,0.13308751583099365,0.20158928632736206,42.30769230769231,23.076923076923077,52,2,20,0.6635750740766525,0.08389208614826205,1.0435710135675544,High Priority (Tier 2)
60,Malang,Lawang,0.74483722448349,0.7640079259872437,0.13601882755756378,0.16862553358078003,56.97674418604651,16.27906976744186,86,1,35,0.5215494292122977,0.22328779527119225,2.357508200298365,High Priority (Tier 2)
61,Lamongan,Tikung,0.7448071837425232,0.7405152320861816,0.07831090688705444,0.09778439998626709,43.56435643564357,7.920792079207921,101,9,25,0.6764296876887481,0.06837749605377508,0.5471328230267738,High Priority (Tier 2)
62,Kediri,Purwoasri,0.7445578575134277,0.7657763361930847,0.14565600454807281,0.19176727533340454,52.54237288135594,20.33898305084746,59,4,21,0.6245542353107816,0.12000362220264615,1.1098838484127784,High Priority (Tier 2)
63,Bojonegoro,Sugihwaras,0.7426453232765198,0.7436475157737732,0.08103660494089127,0.07916271686553955,43.61702127659575,8.51063829787234,94,14,23,0.7530349026555601,-0.010389579379040281,-0.1293957793424357,High Priority (Tier 2)
64,Ngawi,Ngawi,0.7425525784492493,0.7332027554512024,0.09308190643787384,0.1175464391708374,42.465753424657535,13.698630136986301,73,9,16,0.7481553852558136,-0.005602806806564331,-0.07296711269684875,High Priority (Tier 2)
65,Bondowoso,Tlogosari,0.7414587736129761,0.9245449900627136,0.33350884914398193,0.46519768238067627,62.264150943396224,58.490566037735846,106,7,17,0.7410174660822925,0.00044130753068361006,0.002513703891823815,Extreme Priority (Tier 1)
66,Bojonegoro,Trucuk,0.7412573099136353,0.7647047638893127,0.18911445140838623,0.3255549669265747,52.27272727272727,34.090909090909086,44,15,23,0.7530349026555601,-0.011777592741924803,-0.14668262650686328,High Priority (Tier 2)
67,Bangkalan,Geger,0.7399540543556213,0.7363670468330383,0.09713035821914673,0.11441987752914429,42.22222222222222,9.62962962962963,135,1,18,0.6350120902061462,0.1049419641494751,1.4882963809384104,High Priority (Tier 2)
68,Bojonegoro,Kapas,0.7389248609542847,0.7423638105392456,0.10987335443496704,0.10692077875137329,45.23809523809524,11.904761904761903,84,16,23,0.7530349026555601,-0.014110041701275389,-0.17573183435838471,High Priority (Tier 2)
69,Jombang,Mojowarno,0.737273097038269,0.7359170913696289,0.11392227560281754,0.1689547896385193,45.20547945205479,12.32876712328767,73,6,20,0.6710116803646088,0.06626141667366026,0.618553899374754,High Priority (Tier 2)
70,Kediri,Kunjang,0.7369784116744995,0.7783225178718567,0.17902037501335144,0.21124041080474854,52.77777777777778,27.77777777777778,36,5,21,0.6245542353107816,0.11242417636371793,1.0397834267576698,High Priority (Tier 2)
71,Ngawi,Padas,0.7360073328018188,0.7800701260566711,0.17419984936714172,0.22729194164276123,56.32183908045977,28.735632183908045,87,10,16,0.7481553852558136,-0.012148052453994751,-0.15820790240693933,High Priority (Tier 2)
72,Tuban,Rengel,0.7341018319129944,0.7987465262413025,0.2241053432226181,0.12483209371566772,73.72262773722628,30.656934306569344,137,4,19,0.6537798674483049,0.08032196446468953,1.0357091836279029,Extreme Priority (Tier 1)
73,Jombang,Bareng,0.734076738357544,0.7320218086242676,0.11697997897863388,0.1230056881904602,40.32258064516129,16.129032258064516,62,7,20,0.6710116803646088,0.06306505799293516,0.588715718650363,High Priority (Tier 2)
74,Mojokerto,Bangsal,0.732770562171936,0.724346935749054,0.15792392194271088,0.25362855195999146,45.714285714285715,34.285714285714285,35,5,17,0.6392107851365033,0.09355977703543272,0.6859786490973285,High Priority (Tier 2)
75,Lamongan,Sukorame,0.729997456073761,0.723998486995697,0.09174124151468277,0.1355891227722168,40.27777777777778,8.333333333333332,72,10,25,0.6764296876887481,0.05356776838501287,0.42863055875410844,High Priority (Tier 2)
76,Bangkalan,Galis,0.7297670245170593,0.7288828492164612,0.08295357972383499,0.11075198650360107,39.130434782608695,11.304347826086957,115,2,18,0.6350120902061462,0.09475493431091309,1.3438230068775985,High Priority (Tier 2)
77,Bojonegoro,Kanor,0.7296422123908997,0.7542000412940979,0.24748052656650543,0.44355785846710205,51.470588235294116,39.705882352941174,68,17,23,0.7530349026555601,-0.0233926902646604,-0.2913414756538052,High Priority (Tier 2)
78,Tuban,Soko,0.7270158529281616,0.8119344115257263,0.2631133496761322,0.17316550016403198,70.47619047619048,36.19047619047619,105,5,19,0.6537798674483049,0.07323598547985677,0.9443392382026768,Extreme Priority (Tier 1)
79,Nganjuk,Nganjuk,0.7234755158424377,0.7137044668197632,0.09888000041246414,0.13510000705718994,31.818181818181817,9.090909090909092,22,3,20,0.6635750740766525,0.05990044176578524,0.7451282665231441,High Priority (Tier 2)
80,Kota Madiun,Mangunharjo,0.7213857769966125,0.6718180179595947,0.13446830213069916,0.15964877605438232,40.0,20.0,10,1,3,0.6265403230985006,0.09484545389811194,0.9846726882338932,High Priority (Tier 2)
81,Nganjuk,Gondang,0.7203400731086731,0.712141752243042,0.08922071009874344,0.10754722356796265,31.46067415730337,6.741573033707865,89,4,20,0.6635750740766525,0.05676499903202059,0.7061250982639223,High Priority (Tier 2)
82,Bangkalan,Konang,0.7175431847572327,0.7164970636367798,0.10520720481872559,0.14891886711120605,42.10526315789473,11.842105263157894,76,3,18,0.6350120902061462,0.08253109455108643,1.1704634111889936,High Priority (Tier 2)
83,Bondowoso,Tegalampel,0.7171704769134521,0.7112511396408081,0.11508164554834366,0.12609899044036865,36.36363636363637,11.688311688311687,77,8,17,0.7410174660822925,-0.023846989168840316,-0.1358333255476906,High Priority (Tier 2)
84,Kediri,Kandangan,0.7170206904411316,0.7250417470932007,0.15269067883491516,0.18837732076644897,42.028985507246375,15.942028985507244,69,6,21,0.6245542353107816,0.09246645513035001,0.8551993946970826,High Priority (Tier 2)
85,Jombang,Kabuh,0.7141944766044617,0.6969977617263794,0.09342179447412491,0.11355996131896973,30.208333333333332,6.25,96,8,20,0.6710116803646088,0.04318279623985288,0.40311373256051103,High Priority (Tier 2)
86,Madiun,Kebonsari,0.7136157751083374,0.7219011187553406,0.10234915465116501,0.12423241138458252,42.0,6.0,50,2,15,0.6499545017878214,0.06366127332051597,0.8500072458958816,High Priority (Tier 2)
87,Jombang,Ngoro,0.7111342549324036,0.7056533694267273,0.1365295946598053,0.15227669477462769,32.075471698113205,15.09433962264151,53,9,20,0.6710116803646088,0.04012257456779478,0.3745463981564592,High Priority (Tier 2)
88,Sampang,Robatal,0.7107781171798706,0.7151591181755066,0.07145243138074875,0.11300408840179443,36.09467455621302,2.366863905325444,169,1,12,0.6185134251912435,0.09226469198862708,1.713932861221928,High Priority (Tier 2)
89,Mojokerto,Mojosari,0.7101500630378723,0.7256012558937073,0.13307350873947144,0.20073997974395752,41.935483870967744,16.129032258064516,31,6,17,0.6392107851365033,0.070939277901369,0.5201255450223189,High Priority (Tier 2)
90,Sumenep,Pasongsongan,0.7101079225540161,0.7378100752830505,0.11730831116437912,0.16740262508392334,45.714285714285715,7.6190476190476195,105,1,25,0.6219279944896698,0.08817992806434627,1.8331589071285854,High Priority (Tier 2)
91,Nganjuk,Jatikalen,0.7089806199073792,0.7072176337242126,0.074639692902565,0.07040667533874512,19.565217391304348,4.3478260869565215,46,5,20,0.6635750740766525,0.045405545830726646,0.5648198019586509,High Priority (Tier 2)
92,Madiun,Pilangkenceng,0.7086839079856873,0.6873070001602173,0.11042466014623642,0.13465410470962524,28.999999999999996,13.0,100,3,15,0.6499545017878214,0.05872940619786582,0.7841568069808103,High Priority (Tier 2)
93,Tuban,Semanding,0.7079393267631531,0.7190852761268616,0.07866059988737106,0.10790044069290161,32.450331125827816,1.3245033112582782,151,6,19,0.6537798674483049,0.054159459314848224,0.6983575385207292,High Priority (Tier 2)
94,Sumenep,Bluto,0.7068618535995483,0.7025473117828369,0.07407340407371521,0.082275390625,22.22222222222222,3.7037037037037033,54,2,25,0.6219279944896698,0.0849338591098785,1.7656768809162942,High Priority (Tier 2)
95,Lamongan,Kambangbahu,0.7068138122558594,0.7000629305839539,0.05979513004422188,0.07321786880493164,20.0,1.6666666666666667,60,11,25,0.6764296876887481,0.03038412456711126,0.24312314444107122,High Priority (Tier 2)
96,Bangkalan,Kokop,0.7065009474754333,0.711256742477417,0.08418011665344238,0.101706862449646,32.52032520325203,2.4390243902439024,123,4,18,0.6350120902061462,0.07148885726928711,1.0138614081946813,High Priority (Tier 2)
97,Ngawi,Pangkur,0.7064128518104553,0.7244387865066528,0.1465107947587967,0.08855599164962769,35.294117647058826,8.823529411764707,34,11,16,0.7481553852558136,-0.041742533445358276,-0.5436261229980113,High Priority (Tier 2)
98,Bojonegoro,Bubulan,0.7055960893630981,0.7046959400177002,0.105801522731781,0.14175844192504883,32.967032967032964,8.791208791208792,182,18,23,0.7530349026555601,-0.04743881329246191,-0.5908210518552706,High Priority (Tier 2)
99,Madiun,Dolopo,0.7032856345176697,0.6984564065933228,0.11402423679828644,0.15582549571990967,33.33333333333333,8.333333333333332,60,4,15,0.6499545017878214,0.05333113272984824,0.7120788964426357,High Priority (Tier 2)
100,Kediri,Gurah,0.6986751556396484,0.6894623637199402,0.1333724856376648,0.19756436347961426,30.357142857142854,16.071428571428573,56,7,21,0.6245542353107816,0.07412092032886686,0.6855260765677595,High Priority (Tier 2)
101,Sumenep,Dungkek,0.6981221437454224,0.6925885081291199,0.09026577323675156,0.10621452331542969,23.52941176470588,5.88235294117647,51,3,25,0.6219279944896698,0.07619414925575252,1.5839884024099438,High Priority (Tier 2)
102,Bondowoso,Cermee,0.6973525881767273,0.6755085587501526,0.14801450073719025,0.1692638397216797,29.94011976047904,16.16766467065868,167,9,17,0.7410174660822925,-0.04366487790556517,-0.2487167471563551,High Priority (Tier 2)
103,Bondowoso,Prajekan,0.6963764429092407,0.6579752564430237,0.16075195372104645,0.2254604697227478,33.33333333333333,17.77777777777778,90,10,17,0.7410174660822925,-0.04464102317305174,-0.25427690642684253,High Priority (Tier 2)
104,Nganjuk,Berbek,0.6963128447532654,0.6824003458023071,0.11381720751523972,0.17758631706237793,32.0,8.0,75,6,20,0.6635750740766525,0.032737770676612876,0.40723970633602874,High Priority (Tier 2)
105,Pamekasan,Larangan,0.6957577466964722,0.6919364929199219,0.06446205079555511,0.11709791421890259,28.57142857142857,0.0,42,4,13,0.6722519260186416,0.02350582067783058,0.3912135116983367,High Priority (Tier 2)
106,Trenggalek,Gandusari,0.6948760151863098,0.694984495639801,0.14102725684642792,0.12698125839233398,25.925925925925924,14.814814814814813,54,1,13,0.4784364299132274,0.21643958527308244,1.4024781631436978,High Priority (Tier 2)
107,Sampang,Omben,0.6944503784179688,0.695543110370636,0.08581485599279404,0.12687349319458008,27.27272727272727,4.040404040404041,99,2,12,0.6185134251912435,0.07593695322672522,1.4106245489054448,High Priority (Tier 2)
108,Pamekasan,Pamekasan,0.6941299438476562,0.712952733039856,0.11968601495027542,0.13219362497329712,27.586206896551722,10.344827586206897,29,5,13,0.6722519260186416,0.021878017829014662,0.3641215638116396,High Priority (Tier 2)
109,Nganjuk,Bagor,0.6938225626945496,0.6712535619735718,0.12311502546072006,0.13004779815673828,24.489795918367346,16.3265306122449,49,7,20,0.6635750740766525,0.030247488617897056,0.37626197897935837,High Priority (Tier 2)
110,Bondowoso,Curahdami,0.6921006441116333,0.7042157053947449,0.24247875809669495,0.3042786121368408,47.5609756097561,29.268292682926827,82,11,17,0.7410174660822925,-0.04891682197065916,-0.2786320133101354,High Priority (Tier 2)
111,Magetan,Karangmojo,0.6918598413467407,0.6841481924057007,0.10193128883838654,0.12748652696609497,27.450980392156865,7.8431372549019605,51,1,13,0.603030264377594,0.08882957696914673,1.9578335700730423,High Priority (Tier 2)
112,Mojokerto,Dlanggu,0.691312313079834,0.701608419418335,0.13655468821525574,0.17648619413375854,30.0,10.0,40,7,17,0.6392107851365033,0.05210152794333067,0.3820074917551067,High Priority (Tier 2)
113,Nganjuk,Kertosono,0.691196858882904,0.7043696641921997,0.14180436730384827,0.13023239374160767,29.411764705882355,8.823529411764707,34,8,20,0.6635750740766525,0.027621784806251548,0.3435996801398169,High Priority (Tier 2)
114,Nganjuk,Pace,0.6906747221946716,0.6724743843078613,0.13063795864582062,0.13190007209777832,26.08695652173913,15.217391304347828,46,9,20,0.6635750740766525,0.027099648118019126,0.3371045893871976,High Priority (Tier 2)
115,Jember,Mayang,0.6894314885139465,0.6694601774215698,0.13530029356479645,0.15673094987869263,32.22222222222222,13.333333333333334,90,1,28,0.5093095212110451,0.18012196730290142,1.3623852031984471,High Priority (Tier 2)
116,Mojokerto,Kutorejo,0.6887306571006775,0.6698258519172668,0.10481937974691391,0.13138288259506226,25.0,9.090909090909092,44,8,17,0.6392107851365033,0.04951987196417418,0.36307883526263646,High Priority (Tier 2)
117,Malang,Gondang Legi,0.6883471608161926,0.6863611340522766,0.1252351999282837,0.19742417335510254,34.82142857142857,8.035714285714286,112,2,35,0.5215494292122977,0.16679773160389488,1.7610770869485166,High Priority (Tier 2)
118,Jember,Balung,0.6874286532402039,0.6671958565711975,0.22083532810211182,0.35887718200683594,41.509433962264154,28.30188679245283,53,2,28,0.5093095212110451,0.17811913202915874,1.3472363949645112,High Priority (Tier 2)
119,Sumenep,Guluk-guluk,0.6867240071296692,0.6812525987625122,0.09447356313467026,0.1086583137512207,22.388059701492537,4.477611940298507,67,4,25,0.6219279944896698,0.06479601263999935,1.3470343004901815,High Priority (Tier 2)
120,Bojonegoro,Ngambon,0.6858675479888916,0.6732106804847717,0.13489362597465515,0.18657845258712769,29.411764705882355,13.903743315508022,187,19,23,0.7530349026555601,-0.06716735466666846,-0.8365278214242954,High Priority (Tier 2)
121,Bojonegoro,Kalitidu,0.6853028535842896,0.6805505752563477,0.20229534804821014,0.32432085275650024,42.1875,26.5625,64,20,23,0.7530349026555601,-0.0677320490712705,-0.843560740651151,High Priority (Tier 2)
122,Pasuruan,Purwodadi,0.6838288307189941,0.681258499622345,0.13961467146873474,0.19518083333969116,38.73873873873874,9.00900900900901,111,2,24,0.5713256684442362,0.11250316227475798,1.321338966306388,High Priority (Tier 2)
123,Gresik,Sidayu,0.6838270425796509,0.6871732473373413,0.11088599264621735,0.13502538204193115,25.0,10.0,20,2,18,0.6209769807755947,0.06285006180405617,1.1232819383062884,High Priority (Tier 2)
124,Ngawi,Kwadungan,0.6830059885978699,0.6864308714866638,0.06832581758499146,0.10955613851547241,16.666666666666664,0.0,36,12,16,0.7481553852558136,-0.06514939665794373,-0.8484610539314512,High Priority (Tier 2)
