id_kec,kabupaten,kecamatan,mean_lsi,crop_fraction,crop_density_pct,mean_asi,zone,zone_name,prov_rank
3529040.0,Sumenep,Giligenteng,0.0,0.0667,6.67,0.0,4,Zone 4: Ecological Catchment,572
3529050.0,Sumenep,Talango,0.0,0.0588,5.88,0.0,4,Zone 4: Ecological Catchment,573
3529140.0,Sumenep,Dasuk,0.6057,0.0,0.0,0.0,2,Zone 2: Hydrologic Conveyance,574
3525180.0,Gresik,Tambak,0.0,0.0,0.0,0.0,4,Zone 4: Ecological Catchment,575
3517080.0,Jombang,Wonosalam,0.5548,0.0,0.0,0.0,4,Zone 4: Ecological Catchment,576
3508150.0,Lumajang,Klakah,0.2511,0.0,0.0,0.0,4,Zone 4: Ecological Catchment,577
3573020.0,Kota Malang,Klojen,0.5956,0.0,0.0,0.0,4,Zone 4: Ecological Catchment,578
3573030.0,Kota Malang,Blimbing,0.6051,0.0,0.0,0.0,2,Zone 2: Hydrologic Conveyance,579
3573040.0,Kota Malang,Lowokwaru,0.5957,0.0,0.0,0.0,4,Zone 4: Ecological Catchment,580
3508160.0,Lumajang,Ranuyoso,0.3391,0.0,0.0,0.0,4,Zone 4: Ecological Catchment,581
3513080.0,Probolinggo,Tiris,0.3053,0.0,0.0,0.0,4,Zone 4: Ecological Catchment,582
